User_ID,Age,Gender,Daily_Usage_Hours,Weekly_Usage_Hours,Platform,Engagement_Level,Addiction_Score,Usage_Type,Device_Used,Content_Type,Posts_Per_Week,Likes_Per_Week,Shares_Per_Week,Comments_Per_Week,Mental_Health_Impact,Geographic_Region,Account_Age_Years,Followers_Count,Followed_Accounts,Time_of_Day,Internet_Type,Battery_Usage_Per_Day,Sleep_Hours
9088,47,Other,8.96,47.77,Twitter,Medium,3.8,Passive,Tablet,Mixed,5,457,83,171,Positive,Europe,5,6961,1708,Evening,Mobile Data,41.32,6.8
9089,59,Female,1.66,17.99,TikTok,Medium,7.6,Active,Tablet,Text,10,239,21,122,Negative,North America,3,2739,1619,Afternoon,Mobile Data,27.87,6.6
9090,18,Male,3.86,62.51,TikTok,High,6.1,Passive,Tablet,Image,24,488,71,151,Positive,Europe,4,7842,1068,Night,WiFi,45.44,3.9
9091,32,Female,8.57,61.21,Instagram,High,8.6,Passive,PC,Image,24,98,5,186,Positive,Africa,1,2131,186,Afternoon,Broadband,30.97,5.3
9092,21,Male,3.26,15.86,Snapchat,Medium,2.3,Passive,Tablet,Text,15,204,81,13,Negative,Africa,8,1105,1259,Evening,Mobile Data,83.36,9.7
9093,39,Male,6.48,6.12,Snapchat,High,1.5,Passive,Smartphone,Text,8,71,32,192,Negative,North America,11,3652,134,Morning,WiFi,65.84,4.4
9094,38,Female,1.21,61.84,Twitter,Medium,1.4,Passive,PC,Mixed,9,469,5,186,Positive,Asia,3,8179,1344,Morning,WiFi,46.3,4.6
9095,22,Male,7.08,17.1,Facebook,High,4.9,Active,Smartphone,Mixed,25,353,63,83,Neutral,Europe,1,6331,108,Morning,Broadband,42.14,5.8
9096,28,Female,9.26,29.64,Instagram,Medium,5.2,Passive,Tablet,Video,16,307,27,111,Neutral,Europe,14,734,237,Morning,Broadband,85.83,7.9
9097,41,Male,2.13,60.57,Twitter,Medium,4.9,Active,Tablet,Text,25,460,94,180,Negative,Asia,5,711,1294,Morning,WiFi,66.59,6.4
9098,48,Female,2.7,11.37,Twitter,Low,2.8,Passive,Smartphone,Text,16,411,14,1,Negative,Europe,14,6443,929,Evening,Broadband,82.2,9.4
9099,15,Male,6.24,51.67,Snapchat,Medium,7.7,Active,PC,Text,29,151,43,190,Negative,South America,13,6715,1785,Night,WiFi,6.67,9.0
9100,21,Female,1.03,28.22,Twitter,High,2.6,Passive,PC,Image,2,360,13,125,Negative,Africa,10,8755,1638,Night,WiFi,23.26,9.0
9101,56,Other,8.59,53.33,TikTok,Medium,6.2,Passive,PC,Text,7,459,46,10,Neutral,Africa,11,6042,903,Evening,WiFi,99.93,5.6
9102,37,Male,1.0,56.81,Instagram,Low,3.9,Passive,Tablet,Text,11,283,33,44,Negative,Asia,2,1807,310,Evening,Broadband,78.52,7.7
9103,44,Male,4.04,49.32,Snapchat,High,4.9,Passive,PC,Text,15,421,30,12,Positive,Europe,9,7261,1645,Night,Mobile Data,49.95,6.0
9104,28,Female,7.53,30.9,Snapchat,Low,2.9,Passive,Tablet,Mixed,24,450,76,67,Positive,South America,4,3105,673,Night,WiFi,29.2,5.0
9105,18,Female,7.49,46.01,Twitter,Low,5.1,Passive,Tablet,Mixed,1,110,89,144,Negative,South America,11,280,1157,Morning,Mobile Data,20.25,8.8
9106,33,Female,1.55,12.27,Twitter,Medium,7.4,Passive,PC,Mixed,6,147,11,163,Neutral,South America,9,5684,1533,Afternoon,Mobile Data,38.18,9.5
9107,49,Other,8.07,50.54,TikTok,Low,9.7,Active,Tablet,Image,13,65,0,106,Neutral,Asia,10,4934,1755,Afternoon,Mobile Data,54.36,6.6
9108,33,Female,8.63,9.12,Instagram,High,5.2,Active,PC,Text,2,131,10,190,Negative,South America,10,1315,594,Afternoon,Mobile Data,25.29,3.8
9109,29,Female,3.07,69.83,Twitter,High,8.9,Passive,PC,Video,3,316,84,167,Negative,South America,5,6093,613,Afternoon,Broadband,71.29,6.4
9110,21,Other,7.11,14.23,Facebook,Medium,8.5,Passive,PC,Video,10,439,19,79,Positive,Africa,8,8570,104,Afternoon,WiFi,26.44,9.4
9111,20,Female,7.16,16.04,Snapchat,High,9.2,Passive,Smartphone,Image,24,208,97,161,Neutral,North America,9,4550,692,Afternoon,Broadband,22.08,6.9
9112,37,Other,9.34,25.47,Snapchat,High,3.8,Active,Tablet,Mixed,6,337,74,112,Neutral,Asia,5,6272,345,Evening,Mobile Data,70.18,4.3
9113,27,Other,5.08,27.75,Facebook,High,5.2,Active,PC,Video,11,408,10,43,Positive,North America,13,9724,711,Evening,Broadband,24.19,4.7
9114,21,Female,0.67,12.94,Snapchat,High,2.5,Passive,Tablet,Mixed,3,112,71,92,Positive,South America,14,8816,299,Afternoon,Mobile Data,8.3,3.5
9115,22,Male,8.25,28.08,Facebook,Low,8.3,Passive,PC,Image,25,332,21,13,Positive,North America,9,7765,392,Morning,WiFi,23.67,4.2
9116,42,Male,7.18,40.18,Snapchat,High,3.6,Passive,Smartphone,Text,24,39,54,101,Positive,Europe,9,9372,967,Evening,Mobile Data,20.68,4.4
9117,29,Other,9.72,56.59,Twitter,Medium,1.0,Active,PC,Video,23,422,98,121,Positive,Asia,1,8157,1614,Night,WiFi,59.65,5.1
9118,39,Female,8.43,9.37,Facebook,High,2.2,Active,Tablet,Image,2,50,25,131,Positive,Africa,1,2597,1851,Morning,Mobile Data,26.38,9.4
9119,25,Male,1.52,3.41,TikTok,Low,9.6,Active,PC,Video,19,301,57,57,Negative,Africa,7,8626,957,Afternoon,Mobile Data,26.28,7.5
9120,15,Other,4.05,54.4,Snapchat,Low,9.6,Passive,Tablet,Text,16,476,14,167,Neutral,Africa,14,6941,338,Afternoon,Mobile Data,81.69,8.3
9121,58,Male,6.23,28.71,Snapchat,Medium,6.2,Passive,Tablet,Image,21,106,7,91,Positive,South America,2,1570,1033,Night,WiFi,46.49,6.1
9122,42,Female,9.49,43.77,Instagram,Low,5.3,Passive,PC,Text,3,45,80,43,Positive,Asia,13,6867,415,Afternoon,Broadband,27.84,6.4
9123,15,Other,5.42,37.99,Facebook,High,5.7,Active,Tablet,Image,4,456,87,32,Neutral,Europe,2,4594,808,Evening,Broadband,42.88,6.0
9124,37,Female,2.57,13.27,Facebook,Medium,1.3,Active,Tablet,Text,1,42,30,140,Negative,South America,5,7255,1013,Morning,Mobile Data,98.19,6.5
9125,50,Other,1.9,50.15,Twitter,High,6.4,Passive,PC,Video,16,421,87,151,Negative,North America,11,6123,522,Morning,WiFi,32.1,9.9
9126,34,Other,4.68,23.8,Instagram,Low,1.3,Passive,Smartphone,Mixed,29,21,89,54,Neutral,Asia,3,7592,903,Evening,Mobile Data,68.26,8.5
9127,59,Male,9.32,29.2,Twitter,Medium,6.3,Passive,Smartphone,Video,2,489,88,71,Negative,Europe,4,520,715,Night,Broadband,10.04,7.3
9128,39,Female,4.07,66.79,TikTok,Medium,6.8,Passive,PC,Mixed,0,351,12,120,Negative,South America,7,7160,1058,Morning,Broadband,53.23,7.3
9129,61,Other,8.51,16.41,TikTok,Medium,2.4,Active,PC,Video,14,94,3,119,Neutral,North America,10,2356,1194,Evening,Mobile Data,89.11,3.0
9130,43,Other,9.42,25.29,Facebook,High,6.6,Active,PC,Video,11,309,55,5,Positive,Africa,1,4032,1826,Night,Mobile Data,59.09,5.8
9131,16,Female,4.22,56.34,TikTok,Medium,3.0,Passive,Smartphone,Image,19,141,94,83,Positive,North America,9,7723,1944,Night,WiFi,10.01,6.7
9132,32,Female,6.16,10.09,Instagram,Medium,8.3,Active,Tablet,Video,14,176,51,155,Positive,Africa,9,9681,1561,Afternoon,Broadband,61.62,3.8
9133,56,Other,5.95,42.3,TikTok,Medium,10.0,Active,Smartphone,Video,28,386,95,99,Neutral,North America,12,6503,1882,Evening,Mobile Data,46.82,5.2
9134,14,Female,5.78,25.36,Twitter,Medium,2.7,Active,Smartphone,Video,23,387,39,67,Positive,Europe,11,4039,1946,Morning,Broadband,62.15,9.6
9135,36,Female,3.65,62.44,Snapchat,High,6.9,Active,PC,Video,21,466,60,141,Neutral,Africa,9,4284,136,Morning,WiFi,74.32,9.7
9136,29,Female,2.81,40.5,TikTok,Low,1.9,Active,PC,Image,23,472,7,86,Negative,Europe,9,1129,121,Afternoon,Broadband,23.02,3.2
9137,30,Female,9.51,46.72,Snapchat,High,9.0,Active,PC,Mixed,22,328,63,20,Positive,Africa,11,1856,738,Night,WiFi,85.51,7.7
9138,63,Female,6.22,4.95,Snapchat,Low,6.7,Active,PC,Image,8,321,60,6,Neutral,North America,1,5505,1689,Afternoon,Mobile Data,15.93,3.9
9139,44,Male,9.94,24.8,TikTok,Low,2.5,Passive,Tablet,Video,21,304,9,97,Negative,Europe,9,1394,1142,Evening,WiFi,18.99,9.8
9140,28,Female,9.81,66.76,Facebook,High,1.2,Active,Smartphone,Image,16,351,75,43,Negative,Africa,12,9825,1738,Morning,Mobile Data,12.18,5.7
9141,37,Male,0.51,62.58,Twitter,Medium,8.9,Passive,Smartphone,Video,1,14,30,149,Negative,South America,7,9890,1588,Evening,WiFi,52.4,5.3
9142,19,Male,8.94,46.94,Twitter,Low,3.1,Active,Smartphone,Text,3,479,64,129,Negative,Africa,3,7103,1171,Evening,Mobile Data,39.04,10.0
9143,16,Other,9.3,69.22,Facebook,High,6.7,Passive,PC,Video,25,138,48,101,Neutral,Europe,5,3358,1384,Morning,Mobile Data,39.3,8.5
9144,17,Female,9.48,34.35,Snapchat,Low,4.2,Active,PC,Mixed,7,97,14,98,Negative,Asia,5,4033,1309,Evening,Broadband,29.59,9.9
9145,61,Male,1.58,53.35,TikTok,Low,7.5,Active,PC,Video,5,266,41,75,Positive,Africa,7,6967,1137,Evening,Broadband,31.02,4.3
9146,47,Female,2.32,27.86,Snapchat,Medium,7.6,Active,PC,Video,16,458,20,197,Neutral,Africa,2,2782,540,Morning,WiFi,68.92,3.9
9147,23,Other,9.78,20.47,Twitter,High,4.7,Passive,Smartphone,Mixed,23,397,94,172,Positive,South America,6,502,1432,Evening,Broadband,95.34,9.9
9148,58,Other,5.65,30.98,Twitter,Low,8.8,Active,PC,Mixed,5,408,10,84,Positive,North America,1,1471,1077,Evening,Mobile Data,93.96,3.9
9149,36,Female,5.83,34.02,Instagram,Low,9.9,Passive,PC,Mixed,8,90,91,1,Neutral,Africa,5,7236,1049,Evening,Mobile Data,84.86,7.3
9150,22,Female,4.32,6.79,Twitter,Medium,5.9,Active,Smartphone,Image,29,85,22,110,Negative,Europe,10,126,1224,Night,Broadband,42.95,5.0
9151,22,Other,2.69,10.73,Snapchat,Medium,9.1,Passive,PC,Image,3,383,96,173,Negative,North America,2,6104,1224,Morning,Mobile Data,84.25,10.0
9152,31,Other,6.0,34.84,Instagram,High,3.3,Active,PC,Text,8,441,65,85,Negative,Africa,9,1491,1921,Afternoon,Mobile Data,86.45,8.9
9153,21,Male,1.26,42.79,Snapchat,Low,4.2,Active,Smartphone,Image,10,248,68,37,Negative,South America,2,6393,731,Morning,Broadband,46.38,3.1
9154,20,Male,6.62,23.77,TikTok,High,6.6,Passive,Smartphone,Mixed,8,390,86,163,Positive,Africa,11,2794,954,Morning,WiFi,94.22,5.1
9155,54,Other,9.22,61.3,Facebook,Low,5.2,Active,Tablet,Mixed,24,119,18,168,Positive,Europe,12,3635,1477,Night,WiFi,5.23,5.7
9156,36,Female,2.53,45.45,TikTok,High,6.4,Passive,PC,Video,22,330,77,75,Positive,South America,10,9914,638,Evening,Mobile Data,81.19,6.5
9157,59,Other,4.31,44.42,Snapchat,Medium,7.0,Active,Tablet,Mixed,27,181,71,60,Neutral,Africa,12,6567,581,Morning,WiFi,15.22,9.9
9158,23,Male,3.02,48.67,Instagram,Low,3.9,Passive,PC,Mixed,13,144,24,137,Positive,Europe,9,4865,1954,Night,Mobile Data,31.5,4.4
9159,18,Other,2.82,23.28,Instagram,Medium,6.4,Active,Tablet,Image,20,78,24,17,Neutral,Europe,4,4570,944,Night,WiFi,32.4,6.5
9160,46,Other,7.01,28.3,Snapchat,High,7.4,Passive,Tablet,Mixed,14,189,27,48,Negative,Asia,7,5015,380,Morning,Mobile Data,16.08,3.0
9161,46,Other,8.91,39.71,Instagram,Low,5.9,Active,Tablet,Mixed,8,38,63,121,Neutral,Africa,9,6267,519,Afternoon,Mobile Data,9.75,3.9
9162,14,Other,5.73,25.85,TikTok,Low,3.8,Active,PC,Image,4,496,76,184,Negative,South America,8,6752,949,Afternoon,Mobile Data,30.71,4.0
9163,64,Female,5.18,30.25,TikTok,Low,5.8,Passive,PC,Video,24,15,11,187,Neutral,Europe,11,5692,1404,Evening,WiFi,33.39,4.0
9164,21,Male,0.64,44.11,Snapchat,High,9.1,Active,PC,Mixed,16,454,83,107,Neutral,Africa,14,1373,59,Afternoon,WiFi,26.74,3.6
9165,62,Male,4.7,19.33,TikTok,Low,9.6,Passive,Smartphone,Image,21,166,27,58,Positive,Europe,10,903,1063,Evening,Mobile Data,52.75,4.4
9166,62,Male,9.78,62.69,Facebook,High,7.2,Active,Smartphone,Text,9,309,80,7,Positive,Asia,12,8253,925,Evening,WiFi,69.12,4.9
9167,28,Male,0.76,67.62,Instagram,High,2.9,Active,Tablet,Video,6,459,86,18,Negative,South America,2,8376,1845,Afternoon,WiFi,38.65,5.1
9168,51,Other,1.52,34.12,TikTok,Low,5.1,Passive,PC,Mixed,20,184,65,17,Negative,Africa,8,7569,1641,Evening,Mobile Data,8.72,5.0
9169,55,Male,6.6,14.22,Instagram,Medium,9.6,Passive,Smartphone,Text,1,164,49,184,Positive,Europe,1,7826,1089,Evening,WiFi,81.39,7.9
9170,27,Female,9.6,50.07,Twitter,Medium,4.5,Passive,Smartphone,Video,24,154,82,73,Negative,Asia,4,5958,1358,Morning,Mobile Data,61.37,4.1
9171,60,Female,3.05,49.73,Facebook,High,7.5,Passive,Tablet,Video,17,432,49,191,Negative,Europe,2,8377,504,Night,Broadband,71.53,6.3
9172,41,Male,9.74,63.31,Twitter,High,9.7,Passive,Tablet,Image,13,480,57,146,Neutral,Africa,2,7395,1570,Night,Mobile Data,11.56,8.4
9173,25,Female,5.88,59.81,Facebook,Medium,8.8,Passive,Smartphone,Text,7,68,58,155,Negative,Asia,14,6459,972,Morning,Broadband,74.59,4.0
9174,48,Other,7.54,61.7,Twitter,High,1.5,Passive,Tablet,Image,12,113,16,2,Neutral,North America,3,1626,299,Afternoon,WiFi,82.36,5.1
9175,47,Male,9.31,32.96,Facebook,High,6.1,Active,Tablet,Image,11,403,22,0,Negative,Asia,3,3892,1812,Afternoon,Mobile Data,5.83,8.7
9176,48,Male,7.83,21.77,Facebook,High,3.0,Passive,PC,Image,19,55,89,72,Positive,Asia,4,209,1894,Morning,Mobile Data,41.33,8.3
9177,29,Male,7.47,60.05,TikTok,Low,8.6,Active,PC,Image,9,398,99,151,Negative,Asia,12,9661,877,Night,Mobile Data,23.62,4.3
9178,56,Other,7.91,24.23,Twitter,High,2.4,Passive,Smartphone,Video,4,30,8,14,Negative,Africa,9,1534,124,Afternoon,Mobile Data,45.91,6.2
9179,47,Male,7.3,35.96,TikTok,Medium,9.2,Passive,PC,Video,12,398,38,77,Neutral,North America,13,7892,182,Night,Broadband,86.14,9.3
9180,24,Female,6.01,41.27,Snapchat,High,8.6,Passive,Smartphone,Video,16,214,5,144,Neutral,South America,6,9942,1776,Morning,Broadband,20.33,5.2
9181,28,Male,9.06,11.65,TikTok,High,7.7,Active,Smartphone,Text,20,74,58,88,Neutral,Africa,8,2086,831,Afternoon,WiFi,81.47,6.6
9182,51,Male,8.97,25.45,Instagram,Low,5.0,Passive,Smartphone,Video,7,423,3,30,Positive,South America,12,7311,1966,Morning,Broadband,13.14,6.2
9183,30,Male,0.95,39.96,Instagram,Medium,1.3,Active,Tablet,Video,0,305,13,75,Negative,Africa,9,9898,1311,Morning,WiFi,39.72,9.6
9184,37,Other,2.8,55.45,Snapchat,Low,5.6,Passive,Tablet,Image,28,78,75,79,Positive,Africa,8,27,1646,Morning,Broadband,31.91,7.3
9185,23,Male,9.42,18.53,Instagram,High,7.8,Active,Tablet,Mixed,19,236,85,74,Negative,South America,6,2396,1498,Afternoon,Mobile Data,54.68,4.5
9186,56,Male,9.36,4.72,TikTok,Medium,5.6,Passive,Tablet,Mixed,29,50,74,185,Positive,Africa,14,5286,921,Afternoon,Mobile Data,59.04,6.9
9187,60,Male,2.21,69.07,TikTok,High,1.8,Active,PC,Image,27,378,93,113,Neutral,Europe,2,7871,413,Evening,Mobile Data,32.05,7.2
9188,58,Other,6.65,35.86,Facebook,High,9.8,Active,PC,Text,16,98,7,115,Negative,South America,1,8289,1746,Afternoon,WiFi,6.23,9.2
9189,24,Female,8.06,3.71,TikTok,High,8.9,Active,Smartphone,Image,24,263,99,46,Negative,North America,2,6487,751,Night,WiFi,21.87,8.6
9190,26,Other,3.08,10.03,Instagram,High,4.6,Active,Tablet,Mixed,28,36,51,71,Negative,Asia,13,6356,1419,Evening,Broadband,17.71,8.2
9191,48,Female,9.67,20.48,Snapchat,High,8.9,Passive,PC,Image,4,340,27,192,Negative,Europe,9,1138,1312,Evening,Mobile Data,6.38,7.2
9192,43,Other,4.81,18.41,Twitter,Low,3.4,Active,Smartphone,Video,10,27,45,43,Negative,Africa,2,2680,951,Afternoon,Mobile Data,48.81,9.0
9193,18,Other,1.39,56.91,Facebook,High,4.8,Passive,Smartphone,Mixed,5,65,21,191,Neutral,South America,14,1862,1537,Morning,Mobile Data,60.13,6.2
9194,61,Male,0.96,52.73,Twitter,High,6.5,Active,Tablet,Video,5,389,74,140,Negative,Africa,8,3579,667,Morning,WiFi,27.58,8.4
9195,17,Male,2.49,64.91,Snapchat,Low,8.0,Passive,Tablet,Mixed,20,318,6,196,Neutral,Africa,4,4163,112,Evening,Broadband,32.22,4.3
9196,17,Female,3.07,39.84,Snapchat,Medium,7.8,Active,PC,Video,20,98,68,86,Positive,Europe,12,199,1149,Evening,Mobile Data,20.06,6.8
9197,61,Male,5.35,38.77,Instagram,High,5.7,Passive,Tablet,Video,18,267,52,57,Negative,Europe,9,951,912,Night,Broadband,97.39,9.0
9198,23,Other,9.51,38.73,Instagram,Low,6.4,Active,Smartphone,Video,23,118,44,66,Positive,Africa,12,7953,1161,Night,WiFi,67.68,8.3
9199,59,Other,6.34,52.72,Facebook,Medium,4.0,Active,Tablet,Mixed,1,265,4,111,Positive,Europe,5,1040,802,Night,Mobile Data,57.26,5.1
9200,13,Other,7.53,50.31,Twitter,Low,5.0,Active,Tablet,Text,18,64,79,80,Neutral,Africa,1,7052,194,Morning,WiFi,29.29,7.7
9201,35,Male,5.86,58.23,Facebook,Low,7.1,Active,Tablet,Image,29,190,91,102,Negative,Asia,14,1911,1777,Afternoon,WiFi,73.95,6.4
9202,61,Other,2.99,57.92,TikTok,High,6.1,Active,PC,Mixed,21,69,43,93,Negative,Asia,7,6997,919,Afternoon,Broadband,32.69,3.9
9203,62,Male,8.73,53.19,Facebook,Low,4.0,Active,Tablet,Text,5,495,67,63,Neutral,Asia,13,3012,357,Afternoon,WiFi,87.12,8.4
9204,60,Female,6.77,43.7,Facebook,Medium,1.6,Passive,PC,Image,6,86,9,100,Neutral,Asia,13,7331,545,Morning,Mobile Data,60.5,4.8
9205,58,Female,3.63,52.54,Instagram,Medium,5.4,Passive,Smartphone,Video,9,196,28,64,Neutral,Africa,2,1864,1004,Afternoon,Mobile Data,8.07,6.9
9206,50,Male,1.42,8.81,Facebook,High,5.5,Passive,PC,Video,17,445,15,26,Positive,North America,1,6324,1934,Afternoon,WiFi,5.8,7.6
9207,42,Female,2.09,45.17,Instagram,Low,8.9,Active,PC,Mixed,29,380,98,36,Positive,Africa,2,8776,656,Evening,Mobile Data,34.73,9.2
9208,28,Male,7.66,42.65,Instagram,Low,6.9,Active,Tablet,Video,1,415,71,34,Negative,Africa,3,2318,1610,Morning,Mobile Data,7.24,4.7
9209,29,Female,5.81,30.45,Snapchat,Low,8.0,Active,Tablet,Video,2,128,96,191,Positive,North America,5,6213,1648,Evening,Mobile Data,73.44,3.2
9210,14,Female,1.69,18.71,Instagram,High,3.1,Passive,Smartphone,Text,17,112,51,49,Positive,Europe,2,4091,1926,Morning,Broadband,52.43,6.4
9211,52,Male,6.29,22.74,Snapchat,Low,1.1,Active,Smartphone,Text,16,243,63,1,Neutral,North America,10,4480,1429,Evening,Broadband,6.37,7.4
9212,46,Male,5.78,69.82,TikTok,Low,7.9,Passive,PC,Text,17,428,52,68,Neutral,Europe,3,4894,841,Afternoon,Broadband,82.35,5.4
9213,49,Other,7.11,44.82,Instagram,Low,5.8,Passive,PC,Text,18,51,21,107,Negative,South America,5,1025,120,Night,Broadband,82.25,7.6
9214,33,Female,6.9,36.34,Snapchat,Low,7.3,Active,Smartphone,Video,27,116,7,139,Positive,Africa,2,9229,1080,Morning,WiFi,28.09,4.4
9215,49,Other,0.79,9.52,TikTok,Low,3.5,Passive,Tablet,Mixed,22,286,66,165,Neutral,Europe,8,1041,385,Evening,Mobile Data,55.64,3.7
9216,33,Other,5.66,67.58,Twitter,High,5.8,Active,Tablet,Video,0,441,67,177,Negative,North America,11,3338,1348,Afternoon,WiFi,51.39,4.6
9217,15,Other,5.1,31.36,Facebook,Low,1.2,Active,Tablet,Mixed,7,353,17,118,Neutral,South America,3,6741,1042,Afternoon,Broadband,98.39,4.6
9218,58,Female,6.3,41.18,Twitter,Low,7.1,Active,Tablet,Text,18,357,88,30,Neutral,Africa,13,1895,882,Morning,Broadband,42.19,7.5
9219,58,Female,6.98,9.16,TikTok,Low,5.8,Active,PC,Mixed,25,49,90,131,Negative,Asia,5,552,150,Afternoon,Broadband,43.95,5.8
9220,14,Female,6.39,21.6,Snapchat,Medium,5.5,Passive,PC,Text,12,250,14,55,Positive,South America,6,2169,75,Night,Broadband,12.6,9.4
9221,26,Other,2.43,38.02,Twitter,High,2.7,Passive,Tablet,Image,18,287,40,57,Neutral,North America,9,1684,1748,Night,Broadband,86.85,9.1
9222,51,Other,8.23,53.77,Facebook,Low,3.4,Active,Smartphone,Mixed,8,497,95,98,Negative,Asia,12,6983,771,Evening,WiFi,62.74,7.2
9223,61,Male,9.32,42.87,Snapchat,High,2.3,Active,PC,Video,15,46,26,84,Neutral,Africa,12,664,1785,Afternoon,Mobile Data,26.55,3.2
9224,48,Other,9.38,3.64,TikTok,High,6.1,Active,Tablet,Text,7,24,72,26,Positive,Europe,11,6426,567,Morning,Mobile Data,15.11,3.7
9225,20,Female,1.0,8.9,Twitter,Low,1.6,Active,PC,Text,2,180,69,110,Positive,Europe,11,4524,144,Night,WiFi,52.17,8.2
9226,51,Female,8.11,29.8,TikTok,High,2.8,Passive,Smartphone,Mixed,29,96,88,101,Negative,Africa,10,3199,350,Morning,Broadband,22.86,3.5
9227,32,Male,7.76,4.87,Instagram,Medium,2.8,Passive,Tablet,Text,26,154,34,152,Positive,Africa,7,5767,1464,Night,Mobile Data,16.01,9.1
9228,45,Male,9.12,69.01,Snapchat,High,2.4,Passive,Tablet,Video,10,428,60,34,Positive,North America,3,2244,1381,Afternoon,Broadband,46.53,5.6
9229,41,Female,1.37,41.03,Instagram,Low,9.7,Passive,Smartphone,Image,1,154,18,25,Neutral,Asia,12,3034,960,Night,WiFi,47.94,9.7
9230,37,Male,0.99,14.24,Instagram,High,3.2,Passive,Smartphone,Image,23,396,37,10,Positive,Asia,3,3593,1094,Afternoon,Mobile Data,89.54,6.5
9231,51,Other,5.94,42.94,Facebook,Medium,1.2,Active,Tablet,Mixed,24,52,89,95,Negative,Europe,8,5307,293,Morning,WiFi,83.03,4.8
9232,52,Male,5.67,27.0,Instagram,High,2.7,Active,Smartphone,Mixed,22,165,53,64,Neutral,Europe,13,1275,1308,Night,Broadband,53.41,6.2
9233,37,Other,6.68,49.16,Twitter,Low,8.3,Passive,PC,Image,1,248,10,142,Neutral,Asia,9,4673,1232,Afternoon,Mobile Data,81.09,3.7
9234,21,Male,5.29,36.7,Instagram,Low,7.5,Passive,Smartphone,Text,24,142,97,36,Negative,Asia,9,6962,1832,Afternoon,WiFi,88.27,8.5
9235,39,Male,4.7,30.98,Facebook,Medium,3.9,Passive,PC,Image,21,126,76,132,Neutral,North America,3,6900,1931,Afternoon,WiFi,49.19,9.7
9236,42,Male,7.53,12.99,Twitter,Low,7.6,Active,PC,Mixed,16,428,2,8,Negative,Europe,9,8909,251,Night,Broadband,28.43,5.1
9237,16,Other,7.7,68.72,Snapchat,Low,5.9,Passive,Tablet,Text,28,484,24,60,Negative,Asia,7,2911,924,Afternoon,Mobile Data,73.49,5.0
9238,27,Other,1.28,44.44,TikTok,Low,7.0,Active,Smartphone,Mixed,26,337,62,85,Positive,South America,9,1617,1557,Morning,Broadband,60.67,8.2
9239,34,Male,9.46,52.74,Facebook,High,4.1,Active,Tablet,Video,16,251,55,53,Negative,South America,11,1621,1059,Evening,Mobile Data,92.93,4.4
9240,14,Female,8.9,12.7,Twitter,High,3.7,Active,Tablet,Text,21,63,57,64,Negative,Africa,1,7398,109,Evening,Broadband,44.31,4.1
9241,55,Male,5.29,16.4,Facebook,Medium,1.1,Passive,Smartphone,Video,28,223,62,183,Positive,Europe,9,4808,1488,Evening,Broadband,22.37,7.3
9242,15,Male,6.54,40.25,TikTok,Medium,3.4,Passive,PC,Video,19,19,64,80,Negative,Europe,13,7760,1244,Morning,Mobile Data,53.53,9.9
9243,24,Female,9.59,38.42,Snapchat,High,2.7,Passive,PC,Image,27,295,39,99,Neutral,South America,13,6534,932,Morning,WiFi,37.5,8.2
9244,61,Male,7.64,3.69,Twitter,Low,4.0,Passive,Smartphone,Mixed,23,299,47,18,Neutral,North America,9,5093,326,Afternoon,Mobile Data,89.26,5.4
9245,23,Male,4.76,62.39,Twitter,Low,4.6,Active,Tablet,Video,3,63,16,183,Negative,South America,5,2732,574,Morning,Broadband,85.69,5.5
9246,40,Male,1.3,30.27,Facebook,Medium,8.7,Active,PC,Mixed,21,319,66,59,Neutral,Asia,12,1421,1325,Morning,Broadband,26.69,3.2
9247,38,Other,1.77,43.31,Facebook,Medium,9.2,Passive,Tablet,Video,14,117,80,136,Positive,Asia,13,1895,88,Night,WiFi,77.92,5.5
9248,48,Female,5.2,18.69,TikTok,Low,5.8,Passive,Tablet,Mixed,4,62,16,178,Neutral,North America,7,9639,220,Morning,WiFi,63.7,7.7
9249,54,Male,7.22,11.73,Facebook,High,8.5,Active,Tablet,Video,29,414,91,146,Neutral,Asia,8,8964,1399,Afternoon,Mobile Data,74.43,9.4
9250,23,Male,8.9,54.51,Facebook,Medium,5.0,Active,PC,Video,28,399,34,122,Negative,Europe,12,4332,1424,Afternoon,WiFi,45.36,6.6
9251,26,Female,1.16,22.69,Instagram,High,6.6,Active,PC,Image,11,11,49,145,Positive,Africa,14,6279,60,Evening,Mobile Data,14.03,5.3
9252,26,Female,8.9,45.39,Snapchat,Medium,8.3,Passive,Tablet,Mixed,21,482,85,71,Neutral,Asia,10,3552,1783,Evening,Broadband,52.52,4.7
9253,31,Male,2.94,57.68,Twitter,High,6.0,Active,Tablet,Image,20,250,80,97,Negative,Asia,5,3222,290,Morning,Mobile Data,7.25,4.1
9254,38,Female,8.11,57.32,Snapchat,Low,4.9,Passive,Smartphone,Text,19,172,89,140,Neutral,South America,2,390,379,Night,WiFi,26.04,4.0
9255,51,Male,7.32,69.62,Facebook,High,4.9,Active,PC,Text,19,178,27,83,Positive,Africa,7,6510,69,Evening,WiFi,27.9,9.3
9256,15,Male,9.48,32.4,Facebook,Medium,4.4,Active,PC,Video,12,114,54,67,Positive,South America,10,3942,1621,Evening,Broadband,78.54,5.7
